stop_id,stop_name,stop_lat,stop_lon,stop_code,location_type,parent_station,stop_short_name
104244,Eastbound Tranquille at Singh,50.702454996544795,-120.383867000164,104244,0,,Eastbound Tranquille at Singh
104245,Eastbound Tranquille at Nicolani,50.7020129961332,-120.380883999317,104245,0,,Eastbound Tranquille at Nicolani
104246,Eastbound Tranquille at Lepine,50.701553996320094,-120.378050999865,104246,0,,Eastbound Tranquille at Lepine
104247,Eastbound Tranquille at Valhalla,50.701208996259304,-120.37579000045301,104247,0,,Eastbound Tranquille at Valhalla
104248,Eastbound Tranquille at 12th St,50.7006159956772,-120.37165799951,104248,0,,Eastbound Tranquille at 12th St
104249,Eastbound Tranquille at 10th St,50.7001339961599,-120.36857699969902,104249,0,,Eastbound Tranquille at 10th St
104250,Eastbound Fortune at Tranquille,50.6993529959814,-120.36368000004701,104250,0,,Eastbound Fortune at Tranquille
104251,North Shore Exchange Bay E,50.6978829965032,-120.360040999828,104251,0,800007,North Shore Exchange Bay E
104252,Southbound Tranquille at Poplar,50.695302995783,-120.360573999904,104252,0,,Southbound Tranquille at Poplar
104253,Southbound Tranquille at Yew,50.693028996341695,-120.359712999467,104253,0,,Southbound Tranquille at Yew
